Name,lattitude,Temperature,Humidity,Cloudiness,Windspeed
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Chama,-11.22,298.71,71,98,1.88
Tucuman,-17.17,293.84,34,48,7.29
Pacific Grove,36.62,285.9,82,90,4.1
Puerto Colombia,10.99,303.92,66,40,4.1
Guanica,17.97,302.68,67,1,5.1
Awbari,26.59,291.9,22,100,4.55
Arlit,18.74,300.04,9,10,2.85
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Manaure,11.78,303.15,66,40,5.1
Newton,42.34,273.53,37,40,3.6
Lokoja,7.8,302.4,25,13,1.51
Port-Gentil,-0.72,301.15,83,20,4.6
Hermiston,45.84,276.85,93,90,0.23
Hadgaon,19.5,292.57,63,0,2.59
Mehamn,71.03,272.15,58,40,9.8
Bafata,12.17,305.53,21,40,0.9
Matagami,9.67,297.5,24,7,2.03
San Vicente,-0.59,301.15,74,20,3.6
Cedral,23.82,293.46,37,19,1.0
Dalbandin,28.9,287.98,45,100,2.29
Bonavista,48.65,269.82,72,19,5.36
Greenlaw,55.71,278.39,87,75,8.7
Rawson,-43.3,286.46,76,25,4.55
Atar,20.52,296.52,22,46,4.96
Anage,-14.61,299.79,80,86,3.03
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Manaure,11.78,303.15,66,40,5.1
Newton,42.34,273.53,37,40,3.6
Lokoja,7.8,302.4,25,13,1.51
Port-Gentil,-0.72,301.15,83,20,4.6
Hermiston,45.84,276.85,93,90,0.23
Hadgaon,19.5,292.57,63,0,2.59
Mehamn,71.03,272.15,58,40,9.8
Bafata,12.17,305.53,21,40,0.9
Matagami,9.67,297.5,24,7,2.03
Huarmey,-10.07,299.87,51,11,5.22
Sabang,13.8,298.15,82,16,3.13
Podyuga,61.09,273.15,94,100,6.91
Margate,-43.03,285.55,62,94,4.1
Sinnamary,5.38,300.47,79,15,7.14
Kalmar,56.66,281.49,87,75,7.2
Barabinsk,55.35,271.29,96,100,3.41
Srandakan,-7.94,297.6,91,100,1.7
Belmonte,40.36,285.36,95,100,1.19
Jieshi,22.82,283.27,72,36,1.79
Uddevalla,58.35,279.88,81,40,6.7
Alta Floresta,-9.87,306.15,66,40,2.1
Tikhvin,59.64,273.15,93,96,1.79
Aksarka,66.56,261.13,93,100,7.53
Nena,3.7,301.15,74,40,2.1
General Roca,-39.03,305.15,13,0,3.1
Sola,-3.17,293.24,86,91,3.33
George Town,5.42,299.45,74,20,3.1
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Manaure,11.78,303.15,66,40,5.1
Newton,42.34,273.53,37,40,3.6
Lokoja,7.8,302.4,25,13,1.51
Port-Gentil,-0.72,301.15,83,20,4.6
Hermiston,45.84,276.85,93,90,0.23
Hadgaon,19.5,292.57,63,0,2.59
Mehamn,71.03,272.15,58,40,9.8
Bafata,12.17,305.53,21,40,0.9
Matagami,9.67,297.5,24,7,2.03
Huarmey,-10.07,299.87,51,11,5.22
Sabang,13.8,298.15,82,16,3.13
Podyuga,61.09,273.15,94,100,6.91
Margate,-43.03,285.55,62,94,4.1
Sinnamary,5.38,300.47,79,15,7.14
Kalmar,56.66,281.49,87,75,7.2
Barabinsk,55.35,271.29,96,100,3.41
Srandakan,-7.94,297.6,91,100,1.7
Belmonte,40.36,285.36,95,100,1.19
Jieshi,22.82,283.27,72,36,1.79
Campos,41.97,286.4,100,90,1.0
Semirom,31.41,269.54,97,29,4.28
Itaituba,-4.26,303.15,70,40,2.6
La Ronge,55.1,244.15,75,20,1.5
Bukachacha,52.99,251.12,97,99,0.65
Chokurdakh,70.62,239.65,64,0,0.2
Araouane,18.9,298.7,9,100,4.67
Adrar,27.87,293.15,30,0,5.1
Cockburn Town,21.46,300.15,69,40,4.6
Narsaq,60.91,276.15,34,100,9.3
Baker City,44.77,277.85,93,90,1.5
Portland,43.66,272.43,42,1,3.6
Yarada,17.65,297.15,88,20,1.0
Vila Franca do Campo,37.72,291.15,77,40,3.6
Comodoro Rivadavia,-45.87,293.15,45,60,8.7
Vytegra,61.01,273.92,82,100,6.15
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Manaure,11.78,303.15,66,40,5.1
Newton,42.34,273.53,37,40,3.6
Lokoja,7.8,302.4,25,13,1.51
Port-Gentil,-0.72,301.15,83,20,4.6
Hermiston,45.84,276.85,93,90,0.23
Hadgaon,19.5,292.57,63,0,2.59
Mehamn,71.03,272.15,58,40,9.8
Bafata,12.17,305.53,21,40,0.9
Matagami,9.67,297.5,24,7,2.03
Huarmey,-10.07,299.87,51,11,5.22
Sabang,13.8,298.15,82,16,3.13
Podyuga,61.09,273.15,94,100,6.91
Margate,-43.03,285.55,62,94,4.1
Sinnamary,5.38,300.47,79,15,7.14
Kalmar,56.66,281.49,87,75,7.2
Barabinsk,55.35,271.29,96,100,3.41
Srandakan,-7.94,297.6,91,100,1.7
Belmonte,40.36,285.36,95,100,1.19
Jieshi,22.82,283.27,72,36,1.79
Campos,41.97,286.4,100,90,1.0
Semirom,31.41,269.54,97,29,4.28
Itaituba,-4.26,303.15,70,40,2.6
La Ronge,55.1,244.15,75,20,1.5
Bukachacha,52.99,251.12,97,99,0.65
Chokurdakh,70.62,239.65,64,0,0.2
Araouane,18.9,298.7,9,100,4.67
Adrar,27.87,293.15,30,0,5.1
Cockburn Town,21.46,300.15,69,40,4.6
Mobaye,4.33,298.63,53,34,1.24
Davila,18.47,296.41,78,28,15.15
Laguna,16.17,295.15,100,75,2.1
Chicama,-7.84,295.15,78,90,4.1
Alto Araguaia,-17.32,302.25,60,100,1.49
El Dorado,10.65,304.47,46,20,7.7
Kieta,-6.22,300.33,77,79,1.86
Atambua,-9.11,297.17,79,14,1.26
Young,-32.7,305.37,33,48,1.79
Male,50.74,273.89,96,96,3.09
Victoria,5.28,297.59,88,75,1.5
Ouango,4.31,297.59,52,30,0.8
Chapais,49.78,268.15,92,90,8.2
Najran,17.54,296.15,38,0,2.1
Monterey,36.6,285.87,82,90,4.1
Calnic,45.93,273.81,88,98,1.91
Kazerun,29.62,285.84,82,1,0.61
Requena,39.49,287.18,72,33,4.6
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Manaure,11.78,303.15,66,40,5.1
Newton,42.34,273.53,37,40,3.6
Lokoja,7.8,302.4,25,13,1.51
Port-Gentil,-0.72,301.15,83,20,4.6
Hermiston,45.84,276.85,93,90,0.23
Hadgaon,19.5,292.57,63,0,2.59
Mehamn,71.03,272.15,58,40,9.8
Bafata,12.17,305.53,21,40,0.9
Matagami,9.67,297.5,24,7,2.03
Huarmey,-10.07,299.87,51,11,5.22
Sabang,13.8,298.15,82,16,3.13
Podyuga,61.09,273.15,94,100,6.91
Margate,-43.03,285.55,62,94,4.1
Sinnamary,5.38,300.47,79,15,7.14
Kalmar,56.66,281.49,87,75,7.2
Barabinsk,55.35,271.29,96,100,3.41
Srandakan,-7.94,297.6,91,100,1.7
Belmonte,40.36,285.36,95,100,1.19
Jieshi,22.82,283.27,72,36,1.79
Campos,41.97,286.4,100,90,1.0
Semirom,31.41,269.54,97,29,4.28
Itaituba,-4.26,303.15,70,40,2.6
La Ronge,55.1,244.15,75,20,1.5
Bukachacha,52.99,251.12,97,99,0.65
Chokurdakh,70.62,239.65,64,0,0.2
Araouane,18.9,298.7,9,100,4.67
Adrar,27.87,293.15,30,0,5.1
Cockburn Town,21.46,300.15,69,40,4.6
Mobaye,4.33,298.63,53,34,1.24
Davila,18.47,296.41,78,28,15.15
Laguna,16.17,295.15,100,75,2.1
Chicama,-7.84,295.15,78,90,4.1
Alto Araguaia,-17.32,302.25,60,100,1.49
El Dorado,10.65,304.47,46,20,7.7
Kieta,-6.22,300.33,77,79,1.86
Atambua,-9.11,297.17,79,14,1.26
Young,-32.7,305.37,33,48,1.79
Edson,53.59,259.15,92,1,2.6
Hualmay,-11.1,297.57,60,23,4.66
Oranjestad,12.52,303.15,62,40,7.2
Eskil,38.4,279.32,71,98,3.08
Chinsali,-10.55,293.44,91,89,3.05
Fallon,46.84,267.67,100,90,7.2
Sochi,43.6,280.99,70,75,4.0
Sorland,67.67,272.37,69,75,9.3
Yatou,3.63,304.15,70,40,2.1
Townsville,-19.26,298.3,65,90,3.6
Dimbokro,6.65,302.0,60,65,1.08
Rorvik,64.86,273.3,74,40,5.7
Asyut,27.18,292.15,52,2,4.1
Dongsheng,29.72,282.81,57,0,2.19
Kilindoni,-7.91,301.61,78,49,4.92
La Troncal,-2.42,297.66,46,40,1.0
Pangody,65.85,253.98,90,85,8.3
Gejiu,23.36,275.38,75,13,1.43
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Manaure,11.78,303.15,66,40,5.1
Newton,42.34,273.53,37,40,3.6
Lokoja,7.8,302.4,25,13,1.51
Port-Gentil,-0.72,301.15,83,20,4.6
Hermiston,45.84,276.85,93,90,0.23
Hadgaon,19.5,292.57,63,0,2.59
Mehamn,71.03,272.15,58,40,9.8
Bafata,12.17,305.53,21,40,0.9
Matagami,9.67,297.5,24,7,2.03
Huarmey,-10.07,299.87,51,11,5.22
Sabang,13.8,298.15,82,16,3.13
Podyuga,61.09,273.15,94,100,6.91
Margate,-43.03,285.55,62,94,4.1
Sinnamary,5.38,300.47,79,15,7.14
Kalmar,56.66,281.49,87,75,7.2
Barabinsk,55.35,271.29,96,100,3.41
Srandakan,-7.94,297.6,91,100,1.7
Belmonte,40.36,285.36,95,100,1.19
Jieshi,22.82,283.27,72,36,1.79
Campos,41.97,286.4,100,90,1.0
Semirom,31.41,269.54,97,29,4.28
Itaituba,-4.26,303.15,70,40,2.6
La Ronge,55.1,244.15,75,20,1.5
Bukachacha,52.99,251.12,97,99,0.65
Chokurdakh,70.62,239.65,64,0,0.2
Araouane,18.9,298.7,9,100,4.67
Adrar,27.87,293.15,30,0,5.1
Cockburn Town,21.46,300.15,69,40,4.6
Mobaye,4.33,298.63,53,34,1.24
Davila,18.47,296.41,78,28,15.15
Laguna,16.17,295.15,100,75,2.1
Chicama,-7.84,295.15,78,90,4.1
Alto Araguaia,-17.32,302.25,60,100,1.49
El Dorado,10.65,304.47,46,20,7.7
Kieta,-6.22,300.33,77,79,1.86
Atambua,-9.11,297.17,79,14,1.26
Young,-32.7,305.37,33,48,1.79
Edson,53.59,259.15,92,1,2.6
Hualmay,-11.1,297.57,60,23,4.66
Oranjestad,12.52,303.15,62,40,7.2
Eskil,38.4,279.32,71,98,3.08
Chinsali,-10.55,293.44,91,89,3.05
Fallon,46.84,267.67,100,90,7.2
Sochi,43.6,280.99,70,75,4.0
Sorland,67.67,272.37,69,75,9.3
Yatou,3.63,304.15,70,40,2.1
Shangrao,28.45,277.74,45,0,0.84
Katangli,51.71,252.5,87,1,4.22
Atbasar,51.81,269.32,95,100,3.88
Lodingen,68.41,269.81,85,75,8.7
Belaya Gora,68.54,239.14,99,47,0.74
Tawau,4.26,297.09,94,75,1.0
Itupiranga,-5.13,306.15,55,75,2.1
Rehoboth,-23.31,294.86,49,64,8.29
Pemba,-12.97,301.15,88,75,3.1
Zinder,13.81,303.15,9,51,2.1
Gari,59.43,270.89,86,97,6.03
Leh,34.16,256.86,18,40,1.58
Abha,18.22,287.67,82,7,1.5
Faya,18.39,287.66,82,7,1.5
Ponta Delgada,37.73,291.15,77,40,3.6
Retz,48.76,276.87,70,88,4.1
Yerbogachen,61.28,257.41,98,92,1.28
Walvis Bay,-22.95,294.63,56,76,3.6
Victoria Point,-27.58,295.18,94,40,2.1
Maketu,-37.76,289.68,90,99,3.13
Canakkale,40.15,285.57,76,40,2.1
Mount Gambier,-37.83,296.15,23,99,4.6
Shar,7.3,302.13,19,18,0.99
Bharatpur,27.22,289.58,51,0,1.04
Nemuro,43.32,268.04,66,81,8.82
Soyo,-6.13,301.15,83,40,4.1
Saint George,39.45,281.22,100,40,0.41
Mastic Beach,40.77,275.36,37,1,2.1
Brae,60.4,280.72,75,49,7.7
San Juan,-31.54,306.2,19,0,3.39
Fairbanks,64.84,265.27,100,75,1.54
Santa Marta,11.24,305.15,66,40,2.6
Shelburne,44.08,276.71,55,1,5.7
Campina Grande do Sul,-25.3,295.08,64,49,3.6
Lorengau,-2.02,301.72,71,64,2.01
Manaure,11.78,303.15,66,40,5.1
